"username","gender","deg","betweeness","job_cat_simplified","year"
"mbagueli","male",0,0,"Senior Lecturer / Reader",2015
"mboily","female",2,122,"Professor",2015
"mbt30","female",8,421.289138475903,"Professor",2015
"mcfisher","male",2,1,"Professor",2015
"mchadeau","male",9,27.7742431153204,"Professor",2015
"meb33","male",0,0,"Professor",2015
"mezzati","male",12,309.78792531428,"Professor",2015
"mgbasa","female",7,395.2,"Professor",2015
"mgunter","male",6,2.74444444444444,"Professor",2015
"mhabib1","female",0,0,"Other",2015
"mharris1","male",3,47.5157268170426,"Senior Lecturer / Reader",2015
"mhurley","male",0,0,"Other",2015
"mimead","male",1,0,"Other",2015
"mkivipel","female",5,13.9942865742788,"Other",2015
"mmbiarge","female",0,0,"Research Fellow",2015
"mmpeden","female",0,0,"Research Fellow",2015
"mpickles","male",3,242,"Research Fellow",2015
"mpirani","female",2,0,"Lecturer",2015
"mponssal","female",2,0,"Research Fellow",2015
"mrj30","female",12,155.804730133987,"Professor",2015
"msandhu","male",1,0,"Other",2015
"msegural","male",0,0,"Other",2015
"mt4511","female",1,0,"Other",2015
"mt5605","male",0,0,"Other",2015
"mwoodwar","male",11,709.794655208577,"Professor",2015
"narinami","male",2,0,"Professor",2015
"ncg","male",5,452.416666666667,"Professor",2015
"ncrouche","male",0,0,"Senior Lecturer / Reader",2015
"nfaria","male",1,0,"Senior Lecturer / Reader",2015
"nmodi","female",2,1,"Professor",2015
"nrp30","male",8,167.220784550076,"Professor",2015
"nshoari","female",0,0,"Research Fellow",2015
"ntanna2","female",0,0,"Research Fellow",2015
"orobinso","male",0,0,"Lecturer",2015
"pahanc","female",0,0,"Lecturer",2015
"pbaker","male",0,0,"Lecturer",2015
"pdz30","female",0,0,"Lecturer",2015
"pen30","male",17,770.402082425199,"Professor",2015
"pfroguel","male",11,52.0940074783328,"Professor",2015
"pgw06","male",4,0.333333333333333,"Senior Lecturer / Reader",2015
"ppa30","male",2,0,"Professor",2015
"psulliva","male",0,0,"Lecturer",2015
"pvineis","male",17,333.269790743647,"Professor",2015
"pwhite","male",0,0,"Professor",2015
"pwinskil","male",2,0,"Research Fellow",2015
"rab97","male",5,14.852380952381,"Professor",2015
"rbs05","female",4,5.89356460532931,"Research Fellow",2015
"rcarrill","male",0,0,"Student",2015
"rcheke","male",2,0,"Professor",2015
"rh718","female",0,0,"Student",2015
"rjdossan","male",0,0,"Research Assistant / Associate",2015
"rmande","male",5,162.9,"Professor",2015
"rmma","male",0,0,"Research Assistant / Associate",2015
"rnorton","female",5,17.9036822826297,"Other",2015
"rp4618","female",0,0,"Senior Lecturer / Reader",2015
"rpalladi","male",3,0,"Research Assistant / Associate",2015
"rsilhol","male",0,0,"Research Fellow",2015
"rverity","male",2,0,"Research Fellow",2015
"sacook","female",0,0,"Research Fellow",2015
"sahmadia","female",0,0,"Lecturer",2015
"sajg","male",4,2886.61515151515,"Professor",2015
"sapeters","female",2,0,"Lecturer",2015
"sbeevers","male",8,419.116666666667,"Senior Lecturer / Reader",2015
"sberegi","male",0,0,"Research Assistant / Associate",2015
"scro","female",0,0,"Senior Lecturer / Reader",2015
"sfinfer","male",3,0,"Other",2015
"sgnani","female",0,0,"Other",2015
"sgreen2","male",5,97.3273879712068,"Other",2015
"sh411","female",1,0,"Other",2015
"shfarrel","male",2,0,"Other",2015
"sjawad","female",0,0,"Other",2015
"sjbhatt","male",0,0,"Professor",2015
"skang4","female",1,0,"Research Assistant / Associate",2015
"sl2317","female",0,0,"Research Assistant / Associate",2015
"smacmaho","male",7,121.144433928644,"Professor",2015
"sohanlon","male",1,0,"Research Assistant / Associate",2015
"srawaf","male",4,0,"Professor",2015
"sriley","male",10,371.066666666667,"Professor",2015
"ssaxena","female",6,272.171340204731,"Professor",2015
"ssb617","male",0,0,"Other",2015
"svanelsl","female",0,0,"Other",2015
"sw1011","female",0,0,"Lecturer",2015
"tbh03","male",3,142.5,"Professor",2015
"tgarske","female",11,309.683333333333,"Senior Lecturer / Reader",2015
"th1312","male",0,0,"Lecturer",2015
"tjombart","male",8,0,"Senior Lecturer / Reader",2015
"tlee","female",4,14.3690799396682,"Other",2015
"tsc101","male",3,18.1333333333333,"Professor",2015
"tshl","male",0,0,"Other",2015
"tvu1","male",0,0,"Other",2015
"tw299","male",3,0,"Research Fellow",2015
"umahx99","male",3,7.75239238745431,"Other",2015
"umulla","female",0,0,"Other",2015
"vcorneli","female",0,0,"Professor",2015
"vjha","male",6,34.9848507486665,"Professor",2015
"vmarvin","female",1,0,"Other",2015
"vzuber","female",1,0,"Lecturer",2015
"wrh1","male",8,0,"Other",2015
"yhan2","male",0,0,"Research Assistant / Associate",2015
"aanjum1","female",0,0,"Student",2014
"acori","female",12,1436.83333333333,"Senior Lecturer / Reader",2014
"adehghan","male",4,0,"Senior Lecturer / Reader",2014
"aghani","female",4,2.1,"Professor",2014
"aheath","female",0,0,"Lecturer",2014
"ahheard","male",2,0,"Other",2014
"ajcross1","female",2,0,"Professor",2014
"alaverty","male",5,12.0333333333333,"Senior Lecturer / Reader",2014
"alazzari","male",0,0,"Research Fellow",2014
"amajeed","male",24,2159.01666666667,"Professor",2014
"amyridak","male",2,0,"Research Assistant / Associate",2014
"ap8012","female",0,0,"Other",2014
"apinhogo","female",0,0,"Other",2014
"arodgers","male",5,0.8,"Other",2014
"asn01","female",0,0,"Other",2014
"avallejo","male",0,0,"Research Fellow",2014
"awalley","male",2,0,"Student",2014
"bbarratt","male",3,1.5,"Senior Lecturer / Reader",2014
"bd406","female",1,0,"Senior Lecturer / Reader",2014
"bgalindo","female",0,0,"Research Assistant / Associate",2014
"bneal","male",5,0.8,"Professor",2014
"brown01","male",2,0,"Research Assistant / Associate",2014
"bz113","male",0,0,"Research Fellow",2014
"ca1411","female",0,0,"Other",2014
"cana","female",1,0,"Research Assistant / Associate",2014
"cberry","female",0,0,"Other",2014
"cgale","male",1,0,"Professor",2014
"cjharve1","male",0,0,"Other",2014
"clill","female",1,0,"Lecturer",2014
"cmillett","male",11,451.883333333333,"Professor",2014
"cprechtl","female",0,0,"Other",2014
"cvrinten","female",0,0,"Other",2014
"cwbatter","female",2,0,"Senior Lecturer / Reader",2014
"dashby1","female",4,4.7,"Professor",2014
"daune","male",2,0,"Research Assistant / Associate",2014
"dbell","male",8,357.016666666667,"Professor",2014
"dchan","female",2,0,"Research Fellow",2014
"dcmuller","male",3,0,"Senior Lecturer / Reader",2014
"dfecht","female",5,2263,"Senior Lecturer / Reader",2014
"dhargrea","male",0,0,"Senior Lecturer / Reader",2014
"dipgill","male",0,0,"Research Fellow",2014
"dlaydon","male",0,0,"Research Assistant / Associate",2014
"dnavarro","female",2,0,"Research Assistant / Associate",2014
"dpillas","male",5,0,"Research Assistant / Associate",2014
"drawaf","male",3,0,"Other",2014
"dsb09","female",0,0,"Other",2014
"dvuckovi","female",0,0,"Lecturer",2014
"ecl106","male",0,0,"Research Assistant / Associate",2014
"edubois","female",3,0,"Research Assistant / Associate",2014
"eevangel","male",1,0,"Senior Lecturer / Reader",2014
"efalasch","female",1,0,"Other",2014
"egregg","male",0,0,"Professor",2014
"ejauneik","female",0,0,"Research Fellow",2014
"eknock","male",0,0,"Research Assistant / Associate",2014
"emogun","female",0,0,"Lecturer",2014
"epp11","male",1,0,"Other",2014
"eriboli","male",7,89.6742424242423,"Professor",2014
"eribolis","female",3,0,"Other",2014
"esherrar","female",0,0,"Research Fellow",2014
"ev107","female",3,0,"Senior Lecturer / Reader",2014
"evolz","male",0,0,"Senior Lecturer / Reader",2014
"ewadding","male",2,0,"Other",2014
"fcowan","female",2,103,"Lecturer",2014
"fergnm","male",9,212.216666666667,"Professor",2014
"fferre15","female",0,0,"Research Assistant / Associate",2014
"ffilippi","male",1,0,"Senior Lecturer / Reader",2014
"fg08","male",2,0,"Senior Lecturer / Reader",2014
"fkelly1","male",2,0,"Professor",2014
"fpiel","male",0,0,"Senior Lecturer / Reader",2014
"gfuller1","male",3,6,"Senior Lecturer / Reader",2014
"gvashitz","male",3,0,"Research Fellow",2014
"how30","female",4,103,"Professor",2014
"ht306","male",3,0,"Lecturer",2014
"htaddese","male",0,0,"Other",2014
"hunwin","female",0,0,"Research Fellow",2014
"hwalton","female",2,4,"Senior Lecturer / Reader",2014
"hwatt","female",3,0.25,"Other",2014
"imb02","female",9,873,"Lecturer",2014
"imillwoo","female",5,0,"Research Assistant / Associate",2014
"imudway","male",3,1.5,"Senior Lecturer / Reader",2014
"itzoulak","female",9,503.427272727272,"Professor",2014
"jaw32","female",15,155.821212121212,"Other",2014
"jc5","male",9,114.383333333333,"Senior Lecturer / Reader",2014
"jcchambe","male",7,13.1575757575758,"Professor",2014
"jchallen","male",0,0,"Research Assistant / Associate",2014
"jeliahoo","male",1,0,"Other",2014
"jrwillia","male",2,0,"Other",2014
"jwe08","male",7,58.0666666666667,"Senior Lecturer / Reader",2014
"kekoru","male",1,0,"Research Fellow",2014
"khauck","female",2,0,"Professor",2014
"kkatsouy","female",1,0,"Professor",2014
"kkray","male",0,0,"Professor",2014
"kr1012","female",3,0,"Research Fellow",2014
"ktsilidi","male",5,3.8,"Senior Lecturer / Reader",2014
"lbarrera","female",3,0,"Research Assistant / Associate",2014
"lbarron","male",0,0,"Senior Lecturer / Reader",2014
"lchindel","male",5,0,"Lecturer",2014
"ldewa","female",0,0,"Research Fellow",2014
"ldowney","female",0,0,"Other",2014
"llennox","female",2,0,"Other",2014
"lmiddlet","male",0,0,"Professor",2014
"lokell","female",3,1.76666666666667,"Senior Lecturer / Reader",2014
"lr","female",1,0,"Senior Lecturer / Reader",2014
"magb","female",7,2380,"Professor",2014
"mbagueli","male",3,0,"Senior Lecturer / Reader",2014
"mboily","female",6,51,"Professor",2014
"mbt30","female",3,0.333333333333333,"Professor",2014
"mcfisher","male",0,0,"Professor",2014
"mchadeau","male",3,0.5,"Professor",2014
"meb33","male",0,0,"Professor",2014
"mezzati","male",9,504.1,"Professor",2014
"mgbasa","female",6,305,"Professor",2014
"mgunter","male",5,24.1742424242424,"Professor",2014
"mharris1","male",6,4.36666666666667,"Senior Lecturer / Reader",2014
"mhurley","male",0,0,"Other",2014
"mimead","male",0,0,"Other",2014
"mkivipel","female",0,0,"Other",2014
"mmbiarge","female",1,0,"Research Fellow",2014
"mnakubul","female",0,0,"Other",2014
"mpickles","male",6,51,"Research Fellow",2014
"mponssal","female",0,0,"Research Fellow",2014
"mrj30","female",8,52.4166666666667,"Professor",2014
"msandhu","male",5,103,"Other",2014
"mt5605","male",0,0,"Other",2014
"mwoodwar","male",9,224.2,"Professor",2014
"narinami","male",1,0,"Professor",2014
"nassareh","male",0,0,"Research Assistant / Associate",2014
"ncg","male",3,205,"Professor",2014
"ncrouche","male",0,0,"Senior Lecturer / Reader",2014
"nfaria","male",1,0,"Senior Lecturer / Reader",2014
"nmodi","female",7,306.5,"Professor",2014
"nrp30","male",7,171.8,"Professor",2014
"orobinso","male",0,0,"Lecturer",2014
"pahanc","female",0,0,"Lecturer",2014
"pasaria","female",0,0,"Other",2014
"pattwoo1","female",0,0,"Research Assistant / Associate",2014
"pbaker","male",0,0,"Lecturer",2014
"pen30","male",19,2108.78787878788,"Professor",2014
"pfroguel","male",8,557.872727272727,"Professor",2014
"pgw06","male",3,0.333333333333333,"Senior Lecturer / Reader",2014
"ppa30","male",6,18.25,"Professor",2014
"pvineis","male",11,394.101515151516,"Professor",2014
"pwhite","male",4,138.033333333333,"Professor",2014
"pwinskil","male",2,0,"Research Fellow",2014
"rab97","male",6,21.65,"Professor",2014
"rcarrill","male",0,0,"Student",2014
"rcheke","male",2,0,"Professor",2014
"rhassanz","female",0,0,"Research Fellow",2014
"rjdossan","male",0,0,"Research Assistant / Associate",2014
"rjp10","male",0,0,"Other",2014
"rmande","male",0,0,"Professor",2014
"rmma","male",0,0,"Research Assistant / Associate",2014
"rnorton","female",6,126.166666666667,"Other",2014
"rp4618","female",0,0,"Senior Lecturer / Reader",2014
"rpalladi","male",0,0,"Research Assistant / Associate",2014
"rparekh","male",0,0,"Other",2014
"rverity","male",0,0,"Research Fellow",2014
"sa9611","female",3,0,"Research Fellow",2014
"sacook","female",0,0,"Research Fellow",2014
"sahmadia","female",0,0,"Lecturer",2014
"sajg","male",5,105.416666666667,"Professor",2014
"sapeters","female",1,0,"Lecturer",2014
"sbarber","female",2,0,"Other",2014
"sbeevers","male",0,0,"Senior Lecturer / Reader",2014
"scro","female",0,0,"Senior Lecturer / Reader",2014
"sfinfer","male",1,0,"Other",2014
"sgnani","female",2,0,"Other",2014
"sgreen2","male",3,0.5,"Other",2014
"sh411","female",4,0.333333333333333,"Other",2014
"sjbhatt","male",0,0,"Professor",2014
"skang4","female",1,0,"Research Assistant / Associate",2014
"smacmaho","male",6,23.9666666666667,"Professor",2014
"sohanlon","male",1,0,"Research Assistant / Associate",2014
"srawaf","male",5,4.33333333333333,"Professor",2014
"sriley","male",5,0,"Professor",2014
"ssaxena","female",5,3,"Professor",2014
"ssb617","male",0,0,"Other",2014
"svanelsl","female",0,0,"Other",2014
"tbh03","male",9,2267.06666666667,"Professor",2014
"tgarske","female",7,131.966666666667,"Senior Lecturer / Reader",2014
"tjombart","male",6,4.2,"Senior Lecturer / Reader",2014
"tlee","female",1,0,"Other",2014
"tmangal","female",1,0,"Research Fellow",2014
"tmukhtar","female",0,0,"Other",2014
"tsc101","male",3,0,"Professor",2014
"tw299","male",3,46.4833333333333,"Research Fellow",2014
"umahx99","male",5,34.4,"Other",2014
"vcorneli","female",0,0,"Professor",2014
"vjha","male",1,0,"Professor",2014
"vmarvin","female",2,0,"Other",2014
"vzuber","female",0,0,"Lecturer",2014
"wja","male",0,0,"Other",2014
"xlu3","male",0,0,"Research Assistant / Associate",2014
"acori","female",11,84.5,"Senior Lecturer / Reader",2017
"adehghan","male",17,44.3395931304197,"Senior Lecturer / Reader",2017
"aelosta","male",1,0,"Other",2017
"aghani","female",6,793,"Professor",2017
"agshaw","male",0,0,"Research Fellow",2017
"ahirose","female",0,0,"Other",2017
"ajcross1","female",6,0.604700854700855,"Professor",2017
"alaverty","male",10,21.2333333333333,"Senior Lecturer / Reader",2017
"alazzari","male",0,0,"Research Fellow",2017
"alf14","female",0,0,"Senior Lecturer / Reader",2017
"amajeed","male",26,2474.7026128657,"Professor",2017
"amyridak","male",2,0,"Research Assistant / Associate",2017
"aoliete","female",1,0,"Research Assistant / Associate",2017
"arao","male",2,0,"Research Assistant / Associate",2017
"arocabar","female",0,0,"Research Assistant / Associate",2017
"arodgers","male",4,3.08074229691877,"Other",2017
"asn01","female",1,0,"Other",2017
"asy","female",0,0,"Other",2017
"avallejo","male",1,0,"Research Fellow",2017
"awalley","male",0,0,"Student",2017
"bbarratt","male",2,0,"Senior Lecturer / Reader",2017
"bd406","female",2,0,"Senior Lecturer / Reader",2017
"bgalindo","female",0,0,"Research Assistant / Associate",2017
"bhayhoe","male",0,0,"Lecturer",2017
"bneal","male",8,225.530887382312,"Professor",2017
"bz113","male",12,0,"Research Fellow",2017
"casteven","male",2,0,"Other",2017
"cchang1","female",5,3,"Research Fellow",2017
"cgale","male",3,0.5,"Professor",2017
"chadjich","male",1,0,"Research Assistant / Associate",2017
"clill","female",0,0,"Lecturer",2017
"cmillett","male",8,10.4833333333333,"Professor",2017
"cprechtl","female",3,0,"Other",2017
"crobb","female",1,0,"Research Assistant / Associate",2017
"cudeh","male",1,0,"Other",2017
"cvrinten","female",0,0,"Other",2017
"cwbatter","female",1,0,"Senior Lecturer / Reader",2017
"dashby1","female",1,0,"Professor",2017
"daune","male",8,206.604700854701,"Research Assistant / Associate",2017
"dbell","male",3,3,"Professor",2017
"dchan","female",2,0,"Research Fellow",2017
"dchapko","female",0,0,"Research Fellow",2017
"dcmuller","male",5,0,"Senior Lecturer / Reader",2017
"ddajnak","male",6,0,"Other",2017
"devangel","male",1,0,"Research Fellow",2017
"dfecht","female",9,174.78535280509,"Senior Lecturer / Reader",2017
"dgreen3","male",1,0,"Research Fellow",2017
"dhargrea","male",0,0,"Senior Lecturer / Reader",2017
"dipgill","male",1,0,"Research Fellow",2017
"drawaf","male",1,0,"Other",2017
"ds4911","male",0,0,"Research Fellow",2017
"dsb09","female",2,104,"Other",2017
"dvuckovi","female",8,1.02380952380952,"Lecturer",2017
"dweston","male",0,0,"Research Assistant / Associate",2017
"ecl106","male",1,0,"Research Assistant / Associate",2017
"edubois","female",3,0,"Research Assistant / Associate",2017
"eevangel","male",10,82.7542944393781,"Senior Lecturer / Reader",2017
"efalasch","female",3,0,"Other",2017
"egregg","male",0,0,"Professor",2017
"ejauneik","female",0,0,"Research Fellow",2017
"epp11","male",1,0,"Other",2017
"eriboli","male",17,128.344121573371,"Professor",2017
"esherrar","female",1,0,"Research Fellow",2017
"ev107","female",5,1.11666666666667,"Senior Lecturer / Reader",2017
"evolz","male",2,0,"Senior Lecturer / Reader",2017
"fcowan","female",1,0,"Lecturer",2017
"fergnm","male",8,0,"Professor",2017
"fferre15","female",0,0,"Research Assistant / Associate",2017
"ffilippi","male",6,109.354761904762,"Senior Lecturer / Reader",2017
"fg08","male",10,95.3590864690865,"Senior Lecturer / Reader",2017
"fkelly1","male",8,155,"Professor",2017
"fpiel","male",7,188.194047619048,"Senior Lecturer / Reader",2017
"gantonac","female",0,0,"Research Assistant / Associate",2017
"gchen4","male",0,0,"Research Assistant / Associate",2017
"gfuller1","male",8,315.086993422291,"Senior Lecturer / Reader",2017
"gkonstan","male",0,0,"Research Fellow",2017
"gmarkoza","male",3,0.476923076923077,"Research Assistant / Associate",2017
"gnedjati","female",8,0,"Research Assistant / Associate",2017
"gsteven1","female",12,0,"Research Assistant / Associate",2017
"gvashitz","male",1,0,"Research Fellow",2017
"hd1212","male",0,0,"Other",2017
"how30","female",6,44.1666666666667,"Professor",2017
"hrappwri","female",1,0,"Research Assistant / Associate",2017
"hrb08","female",12,0,"Research Assistant / Associate",2017
"ht306","male",2,0,"Lecturer",2017
"hwalton","female",1,0,"Senior Lecturer / Reader",2017
"hwatt","female",7,209.283333333333,"Other",2017
"idorigat","female",8,0,"Senior Lecturer / Reader",2017
"imb02","female",9,150,"Lecturer",2017
"imudway","male",0,0,"Senior Lecturer / Reader",2017
"itzoulak","female",14,99.867902287286,"Professor",2017
"jaw32","female",31,1387.10535133109,"Other",2017
"jc5","male",8,21.4738095238095,"Senior Lecturer / Reader",2017
"jcchambe","male",11,49.2414384232782,"Professor",2017
"jchallen","male",2,0,"Research Assistant / Associate",2017
"jgoncalv","female",0,0,"Lecturer",2017
"jsobieck","male",0,0,"Research Assistant / Associate",2017
"jwe08","male",6,40.1666666666667,"Senior Lecturer / Reader",2017
"jwebbe","male",2,0,"Lecturer",2017
"kaglago","male",1,0,"Research Assistant / Associate",2017
"kbelesov","female",0,0,"Senior Lecturer / Reader",2017
"kekoru","male",1,0,"Research Fellow",2017
"kfoley","female",0,0,"Research Assistant / Associate",2017
"kgaythor","female",0,0,"Research Fellow",2017
"khauck","female",2,0,"Professor",2017
"kjfras16","male",0,0,"Research Assistant / Associate",2017
"kkatsouy","female",4,207,"Professor",2017
"kkray","male",2,104,"Professor",2017
"klogan","female",2,0,"Research Assistant / Associate",2017
"kougham","female",0,0,"Other",2017
"kp10","male",0,0,"Research Fellow",2017
"ktsilidi","male",9,82.2826809787982,"Senior Lecturer / Reader",2017
"lbarron","male",1,0,"Senior Lecturer / Reader",2017
"lchindel","male",0,0,"Lecturer",2017
"lcooper1","female",0,0,"Research Assistant / Associate",2017
"ldewa","female",0,0,"Research Fellow",2017
"ldowney","female",0,0,"Other",2017
"lkw14","female",1,0,"Other",2017
"llennox","female",1,0,"Other",2017
"lmiddlet","male",2,0,"Professor",2017
"lokell","female",2,0,"Senior Lecturer / Reader",2017
"lr","female",3,0,"Senior Lecturer / Reader",2017
"mad206","male",2,0,"Research Assistant / Associate",2017
"magb","female",10,240.734049690457,"Professor",2017
"manuja","female",4,0,"Other",2017
"mbagueli","male",2,0,"Senior Lecturer / Reader",2017
"mboily","female",1,0,"Professor",2017
"mbt30","female",9,174.78535280509,"Professor",2017
"mcfisher","male",0,0,"Professor",2017
"mchadeau","male",7,34.5915478312537,"Professor",2017
"meb33","male",3,207,"Professor",2017
"mezzati","male",14,201.601510601654,"Professor",2017
"mgbasa","female",3,104,"Professor",2017
"mgunter","male",19,278.900023347036,"Professor",2017
"mharris1","male",4,0,"Senior Lecturer / Reader",2017
"mhurley","male",0,0,"Other",2017
"mimead","male",0,0,"Other",2017
"mjk108","female",1,0,"Research Assistant / Associate",2017
"mkivipel","female",5,0,"Other",2017
"mmbiarge","female",1,0,"Research Fellow",2017
"mmpeden","female",1,0,"Research Fellow",2017
"mpickles","male",3,0.5,"Research Fellow",2017
"mrao1","female",0,0,"Other",2017
"mrj30","female",12,246.003343185183,"Professor",2017
"msandhu","male",5,104,"Other",2017
"mt5605","male",0,0,"Other",2017
"mwoodwar","male",19,533.397633306778,"Professor",2017
"najohnso","male",3,0,"Research Fellow",2017
"narinami","male",2,0,"Professor",2017
"nassareh","male",0,0,"Research Assistant / Associate",2017
"ncg","male",3,134,"Professor",2017
"ncrouche","male",1,0,"Senior Lecturer / Reader",2017
"nd1316","female",0,0,"Research Assistant / Associate",2017
"nfaria","male",0,0,"Senior Lecturer / Reader",2017
"nkurek","female",0,0,"Other",2017
"nmodi","female",4,3.5,"Professor",2017
"nr914","female",1,0,"Research Assistant / Associate",2017
"nrp30","male",14,549.403294783132,"Professor",2017
"nshoari","female",0,0,"Research Fellow",2017
"ntanna2","female",1,0,"Research Fellow",2017
"orobinso","male",5,104,"Lecturer",2017
"pasaria","female",4,0,"Other",2017
"pbaker","male",0,0,"Lecturer",2017
"pen30","male",31,1387.10535133109,"Professor",2017
"pfroguel","male",7,30.229821566142,"Professor",2017
"pgw06","male",2,0,"Senior Lecturer / Reader",2017
"ppa30","male",3,4.11959706959707,"Professor",2017
"psulliva","male",1,0,"Lecturer",2017
"pvineis","male",19,276.007162442175,"Professor",2017
"pwhite","male",4,30,"Professor",2017
"pwinskil","male",4,306,"Research Fellow",2017
"rab97","male",8,139.942567432567,"Professor",2017
"rbs05","female",6,0,"Research Fellow",2017
"rcarrill","male",12,0,"Student",2017
"rcheke","male",1,0,"Professor",2017
"rh718","female",0,0,"Student",2017
"rjdossan","male",0,0,"Research Assistant / Associate",2017
"rmande","male",4,86,"Professor",2017
"rmma","male",0,0,"Research Assistant / Associate",2017
"rnorton","female",2,104,"Other",2017
"rp4618","female",0,0,"Senior Lecturer / Reader",2017
"rpalladi","male",0,0,"Research Assistant / Associate",2017
"rparekh","male",0,0,"Other",2017
"rsilhol","male",3,30,"Research Fellow",2017
"rverity","male",1,0,"Research Fellow",2017
"sa9611","female",3,0,"Research Fellow",2017
"sacook","female",0,0,"Research Fellow",2017
"sahmadia","female",0,0,"Lecturer",2017
"sajg","male",6,31.3333333333333,"Professor",2017
"sapeters","female",2,0,"Lecturer",2017
"sbarber","female",0,0,"Other",2017
"sbeevers","male",7,51,"Senior Lecturer / Reader",2017
"sberegi","male",0,0,"Research Assistant / Associate",2017
"schrista","female",0,0,"Research Fellow",2017
"scro","female",1,0,"Senior Lecturer / Reader",2017
"sfinfer","male",0,0,"Other",2017
"sgnani","female",0,0,"Other",2017
"sgreen2","male",1,0,"Other",2017
"sh411","female",1,0,"Other",2017
"shfarrel","male",2,0,"Other",2017
"sjawad","female",0,0,"Other",2017
"sjbhatt","male",6,864,"Professor",2017
"sjcampbe","male",0,0,"Other",2017
"skang4","female",1,0,"Research Assistant / Associate",2017
"smacmaho","male",3,0,"Professor",2017
"sq1012","male",0,0,"Other",2017
"srawaf","male",13,360.876420801421,"Professor",2017
"sriley","male",10,58,"Professor",2017
"sruybal","female",0,0,"Research Assistant / Associate",2017
"ssaxena","female",9,51.5323176823177,"Professor",2017
"ssb617","male",0,0,"Other",2017
"sw1011","female",0,0,"Lecturer",2017
"tb1009","male",0,0,"Research Fellow",2017
"tbh03","male",7,232.333333333333,"Professor",2017
"tgarske","female",8,0,"Senior Lecturer / Reader",2017
"th1312","male",4,0,"Lecturer",2017
"tjombart","male",8,0,"Senior Lecturer / Reader",2017
"tlee","female",2,0,"Other",2017
"tmangal","female",3,0,"Research Fellow",2017
"tsc101","male",1,0,"Professor",2017
"tvu1","male",0,0,"Other",2017
"umahx99","male",12,0,"Other",2017
"vcorneli","female",1,0,"Professor",2017
"vjha","male",9,221.439528694672,"Professor",2017
"vkarhune","male",1,0,"Research Assistant / Associate",2017
"vmarvin","female",0,0,"Other",2017
"vzuber","female",0,0,"Lecturer",2017
"wrh1","male",9,228,"Other",2017
"yhan2","male",0,0,"Research Assistant / Associate",2017
"zhe","male",0,0,"Other",2017
"aarif","female",0,0,"Other",2023
"aas221","female",1,0,"Student",2023
"acn21","male",0,0,"Research Assistant / Associate",2023
"acori","female",9,0,"Senior Lecturer / Reader",2023
"adehghan","male",7,14.246453254348,"Senior Lecturer / Reader",2023
"aelosta","male",3,0,"Other",2023
"aewright","female",2,0,"Other",2023
"aghani","female",18,470.270634920635,"Professor",2023
"agshaw","male",2,0,"Research Fellow",2023
"aheath","female",7,2.15833333333333,"Lecturer",2023
"ahirose","female",0,0,"Other",2023
"ajcross1","female",13,583.904832954558,"Professor",2023
"alaverty","male",7,396.904451757393,"Senior Lecturer / Reader",2023
"alazzari","male",0,0,"Research Fellow",2023
"alf14","female",5,43.5022257135376,"Senior Lecturer / Reader",2023
"alyons","male",2,0,"Research Assistant / Associate",2023
"ama1716","male",3,0,"Other",2023
"amajeed","male",15,1682.50997251674,"Professor",2023
"amyridak","male",0,0,"Research Assistant / Associate",2023
"ap8012","female",3,0,"Other",2023
"apinhogo","female",1,0,"Other",2023
"arao","male",0,0,"Research Assistant / Associate",2023
"arocabar","female",1,0,"Research Assistant / Associate",2023
"arodgers","male",2,0,"Other",2023
"asn01","female",3,0.5,"Other",2023
"atremper","female",1,0,"Research Fellow",2023
"avallejo","male",2,0,"Research Fellow",2023
"bad15","male",12,696.997301587302,"Research Assistant / Associate",2023
"bb1320","male",3,0,"Research Assistant / Associate",2023
"bbarratt","male",3,0,"Senior Lecturer / Reader",2023
"bbodinie","female",2,0,"Research Assistant / Associate",2023
"bd406","female",8,411,"Senior Lecturer / Reader",2023
"bhayhoe","male",10,51,"Lecturer",2023
"bneal","male",5,507.740027483266,"Professor",2023
"bz113","male",7,0,"Research Fellow",2023
"ca1411","female",11,126.076767676768,"Other",2023
"casteven","male",2,0,"Other",2023
"cchang1","female",7,115.161382017418,"Research Fellow",2023
"cgale","male",6,7,"Professor",2023
"ch1812","female",1,0,"Research Assistant / Associate",2023
"chadjich","male",1,0,"Research Assistant / Associate",2023
"cmillett","male",11,1250.29247138688,"Professor",2023
"cnk20","female",1,0,"Research Assistant / Associate",2023
"cprechtl","female",0,0,"Other",2023
"cshen2","male",3,0,"Research Assistant / Associate",2023
"ct120","female",1,0,"Other",2023
"cudeh","male",2,0,"Other",2023
"cvrinten","female",4,0,"Other",2023
"cwbatter","female",3,0,"Senior Lecturer / Reader",2023
"dashby1","female",11,1113.07676767677,"Professor",2023
"daune","male",10,394.487588198344,"Research Assistant / Associate",2023
"dbell","male",3,0,"Professor",2023
"ddajnak","male",3,0,"Other",2023
"dfecht","female",11,1194,"Senior Lecturer / Reader",2023
"dgreen3","male",1,0,"Research Fellow",2023
"dhargrea","male",6,13,"Senior Lecturer / Reader",2023
"dhaw","male",12,3637,"Research Assistant / Associate",2023
"dipgill","male",8,167.116053391053,"Research Fellow",2023
"dlaydon","male",3,0,"Research Assistant / Associate",2023
"dmh19","male",0,0,"Student",2023
"do4517","female",3,0,"Other",2023
"drawaf","male",1,0,"Other",2023
