"username","gender","deg","betweeness","job_cat_simplified","year"
"ds4911","male",0,0,"Research Fellow",2023
"dsb09","female",3,931,"Other",2023
"ecl106","male",0,0,"Research Assistant / Associate",2023
"eevangel","male",6,10.65,"Senior Lecturer / Reader",2023
"efalasch","female",0,0,"Other",2023
"egray","female",3,0,"Research Assistant / Associate",2023
"egregg","male",0,0,"Professor",2023
"ejauneik","female",1,0,"Research Fellow",2023
"elp05","female",1,0,"Research Fellow",2023
"emogun","female",0,0,"Lecturer",2023
"eriboli","male",17,901.013155845116,"Professor",2023
"eribolis","female",3,0,"Other",2023
"esherrar","female",6,8.15333333333334,"Research Fellow",2023
"ev107","female",11,1250.29247138688,"Senior Lecturer / Reader",2023
"evolz","male",8,139,"Senior Lecturer / Reader",2023
"fa1309","female",2,0,"Research Assistant / Associate",2023
"fcowan","female",0,0,"Lecturer",2023
"fergnm","male",15,1112.70047619048,"Professor",2023
"ffilippi","male",7,283.833333333333,"Senior Lecturer / Reader",2023
"fg08","male",0,0,"Senior Lecturer / Reader",2023
"fkelly1","male",7,342.5,"Professor",2023
"fpiel","male",1,0,"Senior Lecturer / Reader",2023
"ga1609","female",1,0,"Research Assistant / Associate",2023
"gantonac","female",2,0.5,"Research Assistant / Associate",2023
"gc1610","male",3,0,"Other",2023
"gchen4","male",0,0,"Research Assistant / Associate",2023
"gkonstan","male",2,0,"Research Fellow",2023
"gmarkoza","male",3,0,"Research Assistant / Associate",2023
"gvashitz","male",4,24,"Research Fellow",2023
"hcreese","female",1,0,"Research Assistant / Associate",2023
"hdaby","female",6,0,"Other",2023
"hlai","female",6,0,"Research Fellow",2023
"hmf20","male",0,0,"Student",2023
"how30","female",11,126.076767676768,"Professor",2023
"hrappwri","female",1,0,"Research Assistant / Associate",2023
"hskirrow","female",5,139,"Research Fellow",2023
"ht306","male",1,0,"Lecturer",2023
"htopazia","female",3,0,"Research Assistant / Associate",2023
"hunwin","female",5,32.0760317460317,"Research Fellow",2023
"hwatt","female",2,0,"Other",2023
"imaikore","male",0,0,"Research Assistant / Associate",2023
"imb02","female",3,0,"Lecturer",2023
"imudway","male",2,0,"Senior Lecturer / Reader",2023
"itzoulak","female",8,64.5131199210147,"Professor",2023
"jakello","female",2,0,"Research Assistant / Associate",2023
"jaw32","female",3,2.59774436090226,"Other",2023
"jc5","male",2,0,"Senior Lecturer / Reader",2023
"jcchambe","male",3,3.875,"Professor",2023
"jchallen","male",4,1.33333333333333,"Research Assistant / Associate",2023
"jcp3818","female",4,0,"Research Assistant / Associate",2023
"je116","male",0,0,"Other",2023
"jnimo","male",2,0,"Other",2023
"jsobieck","male",1,0,"Research Assistant / Associate",2023
"jthicks","male",0,0,"Research Assistant / Associate",2023
"jwe08","male",2,1056,"Senior Lecturer / Reader",2023
"jwebbe","male",3,0,"Lecturer",2023
"kaglago","male",5,0.166666666666667,"Research Assistant / Associate",2023
"kahmadi","male",0,0,"Research Fellow",2023
"kgaythor","female",10,3.93507936507937,"Research Fellow",2023
"khauck","female",9,780.652222222224,"Professor",2023
"kjfras16","male",10,3.93507936507937,"Research Assistant / Associate",2023
"kkatsouy","female",1,0,"Professor",2023
"kkray","male",0,0,"Professor",2023
"kp10","male",1,0,"Research Fellow",2023
"ktsilidi","male",19,2099.75610272046,"Senior Lecturer / Reader",2023
"lbarrera","female",0,0,"Research Assistant / Associate",2023
"lbarron","male",2,139,"Senior Lecturer / Reader",2023
"lchindel","male",0,0,"Lecturer",2023
"lcooper1","female",3,0,"Research Assistant / Associate",2023
"ldowney","female",1,0,"Other",2023
"ljanani","female",2,0,"Other",2023
"ljknight","female",0,0,"Other",2023
"lkw14","female",10,1179,"Other",2023
"llennox","female",6,9,"Other",2023
"lmiddlet","male",8,89.9325330069516,"Professor",2023
"lmoorhou","female",4,68.5,"Research Assistant / Associate",2023
"lokell","female",2,0,"Senior Lecturer / Reader",2023
"magb","female",3,139,"Professor",2023
"mbagueli","male",5,0,"Senior Lecturer / Reader",2023
"mboily","female",3,937,"Professor",2023
"mbt30","female",9,411,"Professor",2023
"mcfisher","male",1,0,"Professor",2023
"mchadeau","male",12,689.867533528563,"Professor",2023
"mdurkina","female",1,0,"Other",2023
"meb33","male",4,0,"Professor",2023
"mebrown","female",2,0,"Other",2023
"mezzati","male",13,1249,"Professor",2023
"mgunter","male",13,527.446191115035,"Professor",2023
"mharris1","male",2,3,"Senior Lecturer / Reader",2023
"mhoskins","female",1,0,"Other",2023
"mimead","male",0,0,"Other",2023
"mkivipel","female",0,0,"Other",2023
"mmpeden","female",0,0,"Research Fellow",2023
"motis","female",5,0,"Research Assistant / Associate",2023
"mpickles","male",4,675,"Research Fellow",2023
"mw418","male",7,0,"Research Assistant / Associate",2023
"mwoodwar","male",2,149.756694149933,"Professor",2023
"narinami","male",1,0,"Professor",2023
"nbecerra","female",0,0,"Research Assistant / Associate",2023
"nc1115","female",1,0,"Research Assistant / Associate",2023
"ncg","male",5,6,"Professor",2023
"nfaria","male",2,1,"Senior Lecturer / Reader",2023
"nmodi","female",5,2,"Professor",2023
"nr914","female",2,0,"Research Assistant / Associate",2023
"nrp30","male",2,76.676138594377,"Professor",2023
"ns6416","female",2,0,"Research Assistant / Associate",2023
"nshoari","female",1,0,"Research Fellow",2023
"oae19","male",0,0,"Research Assistant / Associate",2023
"ode14","male",10,57.0767676767677,"Other",2023
"orobinso","male",1,0,"Lecturer",2023
"pbaker","male",0,0,"Lecturer",2023
"pd315","male",11,637.657142857143,"Research Assistant / Associate",2023
"pen30","male",28,4779.40602377186,"Professor",2023
"ppa30","male",7,54.7522257135376,"Professor",2023
"psulliva","male",0,0,"Lecturer",2023
"pvineis","male",13,742.890328578136,"Professor",2023
"pwinskil","male",10,342.450476190477,"Research Fellow",2023
"ra7218","male",3,0,"Research Assistant / Associate",2023
"rab97","male",11,547.328881575941,"Professor",2023
"rbs05","female",3,0,"Research Fellow",2023
"rcarrill","male",0,0,"Student",2023
"rcheke","male",0,0,"Professor",2023
"rjp10","male",1,0,"Other",2023
"rm2715","female",3,0,"Research Assistant / Associate",2023
"rmande","male",1,0,"Professor",2023
"rmma","male",0,0,"Research Assistant / Associate",2023
"rn215","male",6,0,"Research Fellow",2023
"rnorton","female",0,0,"Other",2023
"ro122","male",0,0,"Other",2023
"rp4618","female",2,0,"Senior Lecturer / Reader",2023
"rpalladi","male",0,0,"Research Assistant / Associate",2023
"rparekh","male",2,0,"Other",2023
"rs4218","female",7,0,"Other",2023
"rsilhol","male",1,0,"Research Fellow",2023
"rst19","female",3,0,"Research Assistant / Associate",2023
"sacook","female",0,0,"Research Fellow",2023
"sajg","male",3,0,"Professor",2023
"sapeters","female",0,0,"Lecturer",2023
"sbarber","female",6,8.5,"Other",2023
"sbeevers","male",6,203.5,"Senior Lecturer / Reader",2023
"sberegi","male",0,0,"Research Assistant / Associate",2023
"schrista","female",6,2.33333333333333,"Research Fellow",2023
"scro","female",2,139,"Senior Lecturer / Reader",2023
"sfinfer","male",0,0,"Other",2023
"sgreen2","male",5,0,"Other",2023
"shemming","male",1,0,"Research Assistant / Associate",2023
"sjbhatt","male",8,44.1915873015873,"Professor",2023
"sjcampbe","male",0,0,"Other",2023
"snt19","female",7,0,"Research Assistant / Associate",2023
"srawaf","male",3,277,"Professor",2023
"sriley","male",7,0,"Professor",2023
"sruybal","female",0,0,"Research Assistant / Associate",2023
"ssakondi","female",3,0,"Research Assistant / Associate",2023
"ssaxena","female",1,0,"Professor",2023
"ssb617","male",1,0,"Other",2023
"svalente","female",1,0,"Research Assistant / Associate",2023
"sw1011","female",0,0,"Lecturer",2023
"tb1009","male",5,133.581659684036,"Research Fellow",2023
"tbh03","male",5,206,"Professor",2023
"th1312","male",0,0,"Lecturer",2023
"thc17","male",1,0,"Other",2023
"tlee","female",0,0,"Other",2023
"tmukhtar","female",0,0,"Other",2023
"trawson","male",10,5.6,"Research Assistant / Associate",2023
"tsc101","male",6,8.15333333333334,"Professor",2023
"tw299","male",4,0,"Research Fellow",2023
"umahx99","male",13,1249,"Other",2023
"vcollin","female",2,0,"Other",2023
"vcorneli","female",6,683,"Professor",2023
"vfrances","male",1,0,"Research Assistant / Associate",2023
"vjha","male",2,0,"Professor",2023
"vkarhune","male",1,0,"Research Assistant / Associate",2023
"vp2017","female",2,0,"Research Assistant / Associate",2023
"vpl19","male",7,0,"Research Assistant / Associate",2023
"vzuber","female",5,0,"Lecturer",2023
"wrh1","male",12,19.8939682539682,"Other",2023
"ww3414","female",1,0,"Research Assistant / Associate",2023
"yhan2","male",1,0,"Research Assistant / Associate",2023
"yliu22","male",0,0,"Research Assistant / Associate",2023
"zhe","male",0,0,"Other",2023
